"url";"reach_rank";"delta";"country";"country_rank";"populartity"
"https://www.doughbies.com/";"685530";"+7308";"134980";"United States";"684892"
"http://www.collaborativeconsumption.com/directoryitem/dreamsscanner/www.dreamsscanner.com";"306204";"+84369";"201147";"United States";"329791"
"http://www.drivemoby.nl/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.drivemycarrentals.com.au/";"N/A";"N/A";"N/A";"N/A";"N/A"
"https://www.drive-now.com/";"74768";"-6285";"4552";"Germany";"75616"
"https://www.drivy.com/";"52311";"-4841";"2506";"France";"46193"
"http://thatdropdesk.wix.com/that-drop-desk";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://dropis.com/";"10308596";"-4121374";"N/A";"N/A";"11556117"
"http://droptrip.com/";"3042568";"+1109064";"464166";"United States";"2725705"
"http://www.dublinbikes.ie/";"441703";"+46400";"3111";"Ireland";"424521"
"http://www.duckseat.com";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.e-carclub.org/";"2465489";"-457958";"N/A";"N/A";"2247471"
"https://www.e-loue.com/";"268142";"+12226";"9929";"France";"206927"
"http://www.easybring.com";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://easyguests.com/#contact";"2243950";"-3853038";"N/A";"N/A";"2805126"
"http://eatwithalocal.socialgo.com/";"2633912";"-1838839";"N/A";"N/A";"1877129"
"http://eatwithme.net/";"8176607";"+3304784";"N/A";"N/A";"7986303"
"http://www.eatro.com";"6480760";"-6838367";"N/A";"N/A";"7063291"
"http://www.eatwith.com/";"88638";"-8778";"55275";"United States";"82015"
"http://www.eatwithalocal.com";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://ebay.com";"23";"-1";"7";"United States";"17"
"http://ebookfling.com/";"9654317";"-7789119";"N/A";"N/A";"10967688"
"http://www.ecampus.com/";"59180";"-58015";"24400";"United States";"57348"
"https://www.ecobici.df.gob.mx/";"8222";"-139";"125";"Mexico";"7796"
"http://www.ecofreek.com/";"10322316";"+5277529";"N/A";"N/A";"10377991"
"http://www.ecojouet.fr/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.ecolutis.com/";"4138871";"+964411";"N/A";"N/A";"4126972"
"http://www.ecomodo.com/";"14321800";"+7902517";"N/A";"N/A";"15396605"
"http://edelstall.de/";"8289841";"+3374711";"N/A";"N/A";"7605600"
"http://www.ediblecities.org/index.html";"18494315";"+3308345";"N/A";"N/A";"17937310"
"http://carshare.org/";"1417586";"+87269";"296148";"United States";"1295722"
"http://www.electronworkshop.com.au/";"6481875";"+3636249";"N/A";"N/A";"6693652"
"https://www.facebook.com/emprestaae.co";"2";"+0";"2";"United States";"2"
"http://www.endossa.com/about/";"1172463";"+247724";"N/A";"N/A";"1182583"
"http://www.enterprisecarshare.com/";"126412";"+9736";"26040";"United States";"130249"
"http://entrusters.com";"300938";"-165334";"115496";"United States";"385879"
"http://www.eppela.com/eng/";"174858";"-27693";"2992";"Italy";"158936"
"http://www.erento.com/";"46663";"+1541";"2175";"Germany";"44065"
"http://www.erideshare.com/";"464288";"+61436";"130434";"United States";"469341"
"http://www.etsy.com";"175";"-16";"39";"United States";"139"
"http://www.euro-freelancers.eu";"2669741";"-1963370";"N/A";"N/A";"2854955"
"http://eventup.com";"226188";"+16600";"44673";"United States";"209306"
"https://www.everaround.com";"2808179";"+552859";"N/A";"N/A";"3085514"
"http://ebw.evergreen.ca/";"280749";"-29287";"10453";"Canada";"313587"
"http://www.evermarine.com/fractional_moppie01.html";"3412647";"-2055910";"N/A";"N/A";"3379067"
"http://www.exchangeaway.com/en/";"19356803";"+14233007";"N/A";"N/A";"20274945"
"http://exchangeworks.co/";"5395938";"-3150006";"N/A";"N/A";"5235811"
"http://exchango.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.expediezentrevous.com/";"1764654";"-1709240";"N/A";"N/A";"1835579"
"http://www.expediezentrevous.com/";"1764654";"-1709240";"N/A";"N/A";"1835579"
"http://www.expertlocal.com/";"5875997";"N/A";"N/A";"N/A";"6832966"
"http://explorental.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.ezrvhire.com.au/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.ezpark.me/";"5874012";"+5404188";"N/A";"N/A";"6830074"
"http://www.collaborativeconsumption.com/directoryitem/factoryz/www.factoryz.co";"306204";"+84369";"201147";"United States";"329791"
"http://www.fajoya.com/";"6328679";"+2339640";"N/A";"N/A";"7310957"
"http://www.fallenfruit.org/";"2812117";"-1362845";"514093";"United States";"2896629"
"http://fanbed.com/";"12570458";"+6557656";"N/A";"N/A";"13621326"
"http://www.collaborativeconsumption.com/directoryitem/fanbed-ltd/www.fanbed.com";"306204";"+84369";"201147";"United States";"329791"
"http://www.fancyhands.com/";"76302";"+3715";"18144";"United States";"61058"
"https://fanfootage.com/";"5273546";"+1205451";"N/A";"N/A";"4596673"
"http://faresharenyc.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.farmdrop.co.uk/#/";"593304";"+66793";"28253";"United Kingdom";"559452"
"http://www.farmerfoodshare.org/";"9829002";"-10761233";"N/A";"N/A";"10268449"
"http://farmersmarketonline.com";"449753";"+29148";"88040";"United States";"340104"
"http://www.farmigo.com/";"93498";"+5442";"16583";"United States";"100728"
"http://www.eatfeastly.com/";"328422";"+92238";"67880";"United States";"319152"
"http://www.ficalaemcasa.com.br";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.findauniform.com.au/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.Fiverr.com";"571";"+2";"177";"India";"446"
"http://flat-club.com/";"190299";"+3573";"14434";"United Kingdom";"177664"
"http://www.flexiblers.mobi/?lang=EN&PHPSESSID=4098b29c36328886fbaed3f93b3bddfc";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.flexicar.com.au/";"1296247";"+2656";"23892";"Australia";"1192334"
"http://flightcar.com/";"160163";"+957";"42100";"United States";"164471"
"http://flinc.org/world/";"497813";"+65183";"23131";"Germany";"471247"
"https://www.flipkey.com/";"6431";"+827";"2592";"United States";"5756"
"http://www.floow2.com";"1839591";"+424431";"N/A";"N/A";"1799526"
"http://www.foftravel.com/";"2452887";"-2282193";"N/A";"N/A";"2932552"
"http://www.foodshare.net/";"2476284";"+622823";"N/A";"N/A";"2273060"
"http://www.foodupfront.org/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://foodcloud.ie/";"3344327";"-294111";"N/A";"N/A";"4058886"
"http://foodsharing.de/was-ist";"410088";"+35355";"38677";"Germany";"395511"
"http://foragecity.com/";"20769917";"N/A";"N/A";"N/A";"21366337"
"http://fractionallife.com";"5384405";"-1940370";"N/A";"N/A";"4631524"
"http://www.alf-ludotheques.org/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://beta.fray.it/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.collaborativeconsumption.com/directoryitem/fred-books-people-around-us/www.superfred.it";"306204";"+84369";"201147";"United States";"329791"
"http://www.freetreasure.com.au/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.freecycle.org";"18726";"+1148";"5919";"United States";"15939"
"http://www.freegive.co.uk";"381590";"-313391";"63757";"India";"365076"
"http://www.ilovefreegle.org/";"222168";"+12417";"10256";"United Kingdom";"242660"
"http://freegler.com";"5709354";"N/A";"N/A";"N/A";"6654833"
"http://freemesa.org/";"1962039";"-1291277";"53437";"United Kingdom";"1583523"
"http://www.freerun.de/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://freesharing.org/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.freestyleclothing.com/";"3223664";"-2266547";"963532";"United States";"3026865"
"http://www.freewheelers.co.uk";"7091677";"-12719119";"N/A";"N/A";"6777264"
"http://www.freewheelinwaytogo.com";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.frents.com";"5802700";"+2496573";"N/A";"N/A";"5055394"
"http://www.freshneck.com";"1380831";"-143242";"N/A";"N/A";"1406301"
"https://fretbay.com/fr/";"880116";"+275027";"43964";"France";"794346"
"http://fribi.com/";"19410930";"+1747773";"N/A";"N/A";"20390245"
"http://www.friendsclear.com/";"2142568";"-2607799";"N/A";"N/A";"2417196"
"http://www.friendsurance.de";"151515";"-30778";"5573";"Germany";"156323"
"http://www.friendswiththings.com.au";"1546004";"-2838258";"N/A";"N/A";"1332151"
"https://lovefruitful.com/";"2976676";"-319774";"N/A";"N/A";"2627495"
"http://www.fruitshare.net/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.fruitshare.ca/about-us/";"5058343";"-4132007";"N/A";"N/A";"5034744"
"https://fundersclub.com/";"144439";"+26938";"79928";"United States";"141974"
"https://www.fundingcircle.com/";"46558";"-4915";"2429";"United Kingdom";"43469"
"http://myfunride.com/";"9062571";"+3097928";"N/A";"N/A";"7889859"
"http://en.wikipedia.org/wiki/Fureai_kippu";"6";"+0";"6";"United States";"7"
"http://www.furlenco.com/";"108652";"-51994";"7884";"India";"105364"
"http://www.frn.org.uk";"2981334";"+854761";"N/A";"N/A";"2819459"
"http://www.gamedayhousing.com/";"1435650";"-493454";"218653";"United States";"1260118"
"http://www.garagesaletrail.com.au/";"1088514";"-1104118";"15514";"Australia";"957369"
"http://garagebilk.de/";"4130568";"+421063";"N/A";"N/A";"3473746"
"http://www.gay-ville.com/";"2631979";"-16903";"N/A";"N/A";"2331274"
"http://www.gazelle.com/";"13385";"-3082";"2329";"United States";"12065"
"http://www.gazelle.com/";"13385";"-3082";"2329";"United States";"12065"
"http://www.gchangetout.com/";"761301";"-160674";"51650";"France";"783448"
"http://www.gearcommons.com/";"3727347";"+1166243";"N/A";"N/A";"3664879"
"http://www.gearspoke.com/contact";"21507178";"+7640401";"N/A";"N/A";"21804248"
"http://www.generalassemb.ly/";"12093";"-838";"5337";"United States";"12723"
"http://getmyboat.com/";"306089";"-37046";"N/A";"N/A";"297932"
"http://www.getable.com/";"600412";"-158910";"183428";"United States";"621484"
"http://www.getaround.com";"81335";"-1842";"19169";"United States";"80518"
"http://getmyboat.com/";"306089";"-37046";"N/A";"N/A";"297932"
"http://getmyboat.com/";"306089";"-37046";"N/A";"N/A";"297932"
"http://getridapp.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://gidsy.com/";"21509434";"+1927082";"N/A";"N/A";"21806504"
"http://giftflow.org/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.gigoing.com";"2734580";"+883044";"N/A";"N/A";"3243320"
"http://www.gigoit.org/";"13417591";"+4337901";"N/A";"N/A";"10257618"
"http://gigwalk.com/";"173883";"-46539";"32372";"United States";"145404"
"http://www.collaborativeconsumption.com/directoryitem/gimme-clubs/www.gimmeclubs.com";"306204";"+84369";"201147";"United States";"329791"
"http://www.gineagrotis.gr/";"10556387";"N/A";"N/A";"N/A";"11793309"
"http://www.girlmeetsdress.com/";"361115";"+20617";"33486";"United Kingdom";"378015"
"http://www.givit.org.au/";"2956487";"+2148263";"N/A";"N/A";"3471181"
"http://www.glasundbild.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.globechain.com/login.aspx";"6443467";"-2102440";"N/A";"N/A";"5573583"
"http://gloveler.com";"1334992";"-242183";"N/A";"N/A";"1110902"
"http://go2gether.ca";"10636113";"+7649613";"N/A";"N/A";"11864688"
"http://www.gobac.ca/";"13427415";"+6531238";"N/A";"N/A";"9741996"
"http://www.gobble.com/";"173036";"+6410";"37550";"United States";"169630"
"http://www.gocar.ie";"613885";"-410995";"N/A";"N/A";"617163"
"http://www.gocarshare.com";"943493";"+221899";"N/A";"N/A";"1016603"
"http://www.gofundme.com/";"805";"+127";"283";"United States";"994"
"http://www.goget.com.au/";"157920";"-319";"2601";"Australia";"140292"
"http://gomi.co/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://gomore.dk/";"181583";"+25992";"1251";"Denmark";"147263"
"http://gonecoworking.com/";"20157240";"+284991";"N/A";"N/A";"20971429"
"https://www.goodeggs.com/";"111842";"+34348";"32690";"United States";"104735"
"http://www.goodgym.org/";"706429";"-791188";"23393";"United Kingdom";"571200"
"http://www.goodsha.re/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.collaborativeconsumption.com/directoryitem/goshare/www.goshare.co";"306204";"+84369";"201147";"United States";"329791"
"http://www.goshi.me";"21513186";"N/A";"N/A";"N/A";"21810256"
"http://goteo.org/";"301869";"+124413";"12634";"Spain";"340379"
"http://www.gotskillz.org";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.dragonecologista.com.ar/gratiferia.html";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.greatspaceinc.com/";"10240096";"-540997";"N/A";"N/A";"11494216"
"http://www.greensharecar.com.au/";"2759182";"+916088";"N/A";"N/A";"2742177"
"http://www.greenwheels.nl";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.collaborativeconsumption.com/directoryitem/greenworq/www.greenworq.com";"306204";"+84369";"201147";"United States";"329791"
"https://www.grid.finance";"1807769";"-1593566";"N/A";"N/A";"1861691"
"https://www.groundfloor.us/";"1128562";"+31589";"155436";"United States";"990324"
"http://growington.com/";"22071389";"N/A";"N/A";"N/A";"22207170"
"http://blog.growtheplanet.com/";"347152";"+152449";"14153";"Italy";"391776"
"http://growyourneighboursown.org.uk/";"12309854";"N/A";"N/A";"N/A";"13359151"
"http://www.grubclub.com/";"365692";"+2538";"20709";"United Kingdom";"298341"
"https://www.grubwithus.com/";"5173843";"+1884410";"N/A";"N/A";"6141040"
"http://www.gruenes-auto.de";"8295358";"N/A";"N/A";"N/A";"9303711"
"https://gudog.co.uk";"2117450";"+204695";"27201";"Greece";"2485824"
"https://gudog.com/";"296382";"-189229";"7520";"Spain";"233877"
"http://www.guesttoguest.com/en/?utm_source=google-adwords&utm_medium=adwords&utm_campaign=adwords-anglais&gclid=CLKpwoG0lL8CFVcnvQod0yoANQ";"141356";"+45089";"N/A";"N/A";"126047"
"http://www.collaborativeconsumption.com/directoryitem/guesttoguest-2/www.guesttoguest.com";"306204";"+84369";"201147";"United States";"329791"
"http://guidehop.com/";"2613969";"-991127";"N/A";"N/A";"2968542"
"http://www.gumtree.com/";"1279";"+176";"38";"United Kingdom";"1029"
"http://www.gweet.com/";"3005339";"-189479";"N/A";"N/A";"2750371"
"https://hacklab.to/";"2383805";"+132070";"N/A";"N/A";"2889152"
"http://www.halleundco.de/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.hamafkid.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://handthingsdown.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://Handmedowns.com";"14052556";"+5945228";"N/A";"N/A";"14286983"
"http://www.happilyeverborrowed.com/";"2534455";"-444184";"525835";"United States";"2487844"
"http://hatfactory.net";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.heeeelp.me/";"9215711";"-9588213";"N/A";"N/A";"9504524"
"http://www.hellomarket.com/";"750944";"+476003";"N/A";"N/A";"880345"
"http://www.collaborativeconsumption.com/directoryitem/helpstay/www.helpStay.com";"306204";"+84369";"201147";"United States";"329791"
"http://helpstay.com/";"917475";"+274612";"598531";"United States";"835746"
"http://hemenkiralik.com/";"183642";"+46181";"3709";"Turkey";"166698"
"http://heyneighbor.com/pages/home";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://hinnerdu.se/sv-se/";"1914235";"-1524817";"N/A";"N/A";"1574721"
"http://www.hiphost.com";"6031117";"-17071572";"N/A";"N/A";"6997480"
"http://www.hireexpectations.co.uk/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.hitchhikers.org";"4895257";"+2464991";"N/A";"N/A";"5032654"
"http://www.hitflip.de";"2554153";"+1441940";"N/A";"N/A";"2652162"
"http://hiverides.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://hivestudio.com.au/";"3293417";"-12375660";"N/A";"N/A";"2982869"
"http://hivestudio.com.au/";"3293417";"-12375660";"N/A";"N/A";"2982869"
"http://www.hivewire.ca/work/crowdfunding_/catalyst/";"4893505";"-201451";"N/A";"N/A";"4841225"
"http://www.homeelephant.com/";"16037413";"+5296088";"N/A";"N/A";"16864798"
"http://www.homeequityshare.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.homeaway.com/";"1926";"+146";"684";"United States";"1785"
"http://homedine.com/";"3160785";"-686238";"N/A";"N/A";"3855537"
"https://www.homeexchange.com/en/";"87106";"+21197";"28235";"United States";"79897"
"http://www.homeforexchange.com";"337650";"+25520";"37628";"France";"297007"
"http://homegrownuk.org/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.homestay.com/?gclid=CN6P6NGslL8CFcUsvQodxlQAyg";"55300";"-9579";"";"United Kingdom";"52911"
"http://www.hoobly.com";"14237";"+1943";"2261";"India";"13200"
"http://www.collaborativeconsumption.com/directoryitem/hoodoko/hoodoko.com";"306204";"+84369";"201147";"United States";"329791"
"http://www.hotdesk.com.au/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.hourcar.org/";"1284980";"+278517";"171312";"United States";"1079597"
"http://houseof.co/";"10306334";"-2294165";"N/A";"N/A";"9871105"
"http://www.housebites.com/";"3169850";"-978557";"N/A";"N/A";"3865611"
"http://www.collaborativeconsumption.com/directoryitem/housecall/www.tryhousecall.com";"306204";"+84369";"201147";"United States";"329791"
"http://www.housetrip.com/";"30472";"+5479";"8076";"United Kingdom";"25726"
"http://www.howdyhood.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://hubmelbourne.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.hubculture.com";"2051340";"+714044";"N/A";"N/A";"1937964"
"http://www.huertoscompartidos.es/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.collaborativeconsumption.com/directoryitem/humanity-online/www.humanityonline.org";"306204";"+84369";"201147";"United States";"329791"
"http://hutstorage.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"https://hux.com";"760398";"-43921";"245326";"United States";"899218"
"http://www.hzbike.com/";"69149";"+7302";"10820";"China";"65503"
"http://www.iletyou.com/";"8022976";"-13441823";"N/A";"N/A";"8155261"
"http://www.istopover.com/";"17180007";"N/A";"N/A";"N/A";"17859179"
"http://www.i-ella.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.igocars.org/";"703215";"+90967";"123862";"United States";"683633"
"http://www.ibureaubisontin.com/";"10423592";"+3471239";"N/A";"N/A";"11671239"
"http://www.ibykus-campus.de/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.icancanu.com/home";"9846892";"N/A";"N/A";"N/A";"11148406"
"http://www.icarpool.com";"222995";"-138737";"23734";"United States";"200600"
"http://www.icscarsharing.it";"5195191";"+2323949";"N/A";"N/A";"4984329"
"http://idea.me/";"203332";"+18345";"2850";"Argentina";"218175"
"http://www.ihub.co.ke/pages/home.php";"263559";"-25025";"470";"Kenya";"273496"
"http://www.ikringloop.com/";"19035244";"N/A";"N/A";"N/A";"19820787"
"http://www.indyhall.org/blog/category/independents-hall/";"3003230";"+1163597";"N/A";"N/A";"3012095"
"http://www.indiegogo.com";"1095";"+101";"705";"United States";"1173"
"http://inspire9.com/";"975615";"+11175";"N/A";"N/A";"1048677"
"http://inspire9.org/ (coworking space oz)";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.instantluxe.com/";"157320";"+16969";"4289";"France";"147402"
"http://ioby.org/";"816949";"-480751";"278527";"United States";"905263"
"http://irent2u.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.irentshare.com/";"396241";"+73783";"43915";"India";"380638"
"http://www.itchytours.com";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.ithacacarshare.org/";"2179722";"+284204";"383819";"United States";"1871650"
"http://www.ithacahours.org";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.collaborativeconsumption.com/directoryitem/jacando/www.jacando.com";"306204";"+84369";"201147";"United States";"329791"
"http://www.jayride.com.au/";"N/A";"N/A";"N/A";"N/A";"N/A"
"https://www.jelouemoncampingcar.com/";"290055";"+76689";"22451";"France";"278392"
"http://www.jetlimo.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://jipio.com";"6291505";"+2093171";"N/A";"N/A";"6694993"
"http://www.collaborativeconsumption.com/directoryitem/job-runners/www.job-runners.com";"306204";"+84369";"201147";"United States";"329791"
"http://jointli.com/";"5296829";"+1836440";"535207";"United States";"4353268"
"http://www.joinuptaxi.com/es";"2313939";"+267027";"N/A";"N/A";"2427339"
"http://www.joujouthequedelevis.com";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.jugarescrecer.org.mx";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://juicycanvas.com/";"3734083";"+831217";"N/A";"N/A";"3977179"
"http://juicycanvas.com/";"3734083";"+831217";"N/A";"N/A";"3977179"
"http://www.jupitersmotoshare.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.collaborativeconsumption.com/directoryitem/jupyeah/www.jupyeah.com";"306204";"+84369";"201147";"United States";"329791"
"http://www.collaborativeconsumption.com/directoryitem/justanswer/www.justanswer.com";"306204";"+84369";"201147";"United States";"329791"
"http://www.justshareit.com/";"1642631";"+146132";"N/A";"N/A";"1614104"
"http://kartag.com/";"3962682";"-6077743";"N/A";"N/A";"3507730"
"http://www.kauaiabundance.com/about.html";"N/A";"N/A";"N/A";"N/A";"N/A"
"https://www.keepio.com/";"18508206";"N/A";"N/A";"N/A";"18964914"
"https://www.keycafe.com/";"622076";"-81786";"143827";"United States";"617159"
"http://www.kickstarter.com/";"364";"+18";"190";"United States";"381"
"http://www.kiditroc.com/";"6057327";"-3425299";"N/A";"N/A";"7023790"
"http://www.kiinzel.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.kindset.com/";"4361059";"-4626438";"N/A";"N/A";"4165695"
"http://www.kinderado.de/";"3025616";"+1109811";"N/A";"N/A";"2701941"
"http://www.kindermuseum.ch";"16157593";"+7582942";"N/A";"N/A";"15220274"
"http://www.kiple.net/";"3227437";"+1607298";"N/A";"N/A";"3927727"
"http://kirpeep.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.kisskissbankbank.com/";"35416";"+7464";"1174";"France";"33889"
"http://www.kitchensurfing.com/";"278444";"+90826";"88510";"United States";"286479"
"http://www.kitchit.com/";"399887";"+26494";"136610";"United States";"402718"
"http://www.collaborativeconsumption.com/directoryitem/kitesurfing-market/www.kitesurfing-market.com";"306204";"+84369";"201147";"United States";"329791"
"https://kitsta.com";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.kiva.org";"16983";"+1427";"6540";"United States";"14553"
"http://www.collaborativeconsumption.com/directoryitem/knok-2/www.knok.com";"306204";"+84369";"201147";"United States";"329791"
"http://www.knok.com/";"582294";"+59501";"N/A";"N/A";"552756"
"http://www.kodesk.com/";"13366731";"+4494646";"N/A";"N/A";"14352179"
"http://koinz.me";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.konnektid.com/";"1283711";"-33451";"N/A";"N/A";"1213091"
"http://www.collaborativeconsumption.com/directoryitem/kookopa/www.kookopa.com";"306204";"+84369";"201147";"United States";"329791"
"http://www.kozaza.com/";"117785";"+20844";"1612";"South Korea";"74809"
"http://www.collaborativeconsumption.com/directoryitem/kozaza-com/http;//kozaza.com";"306204";"+84369";"201147";"United States";"329791"
"http://www.krijgdekleertjes.nl/";"17108240";"N/A";"N/A";"N/A";"17807315"
"http://krrb.com";"124458";"+1868";"37715";"United States";"120630"
"http://krrb.com/";"124458";"+1868";"37715";"United States";"120630"
"http://www.kukunu.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.kutoto.com/";"1897729";"+221816";"N/A";"N/A";"1819899"
"http://www.collaborativeconsumption.com/directoryitem/kwipped/www.kwipped.com";"306204";"+84369";"201147";"United States";"329791"
"http://www.lusineabelfort.fr/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://laboate.com/";"12623902";"+8244758";"N/A";"N/A";"13680148"
"http://lacantine.org/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.lacantine-rennes.net/";"892386";"+262739";"40901";"France";"1009760"
"http://www.lacoroutine.org/";"3446562";"-11869807";"N/A";"N/A";"3586170"
"http://www.lamachineduvoisin.fr/";"1014134";"-146585";"N/A";"N/A";"1179616"
"http://la-ruche.net/";"1240615";"-267503";"45879";"France";"1172508"
"http://www.laruchequiditoui.fr/";"95344";"+10080";"2153";"France";"92195"
"http://www.lamachineduvoisin.fr/";"1014134";"-146585";"N/A";"N/A";"1179616"
"http://landbay.co.uk/";"897630";"-116162";"59939";"United Kingdom";"1007085"
"http://www.landshare.net";"1469578";"-378013";"N/A";"N/A";"1686844"
"http://www.landsharecanada.com";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://launchco.com/coworking";"2373121";"-1470323";"N/A";"N/A";"2674738"
"http://www.lawomatic.fr/";"3680690";"-1468804";"N/A";"N/A";"4449278"
"http://www.laxcarshare.com/";"11813158";"-7205374";"N/A";"N/A";"12917597"
"http://www.lecomptoirdudon.com/";"11890347";"N/A";"N/A";"N/A";"9685467"
"http://www.collaborativeconsumption.com/directoryitem/learnemy/www.learnemy.com";"306204";"+84369";"201147";"United States";"329791"
"http://www.leihdirwas.de/";"955194";"-102347";"66534";"Germany";"929548"
"http://www.leloca.com/";"16580712";"+8424056";"N/A";"N/A";"16575809"
"http://lendmeapp.wordpress.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://lenderise.com/";"10312423";"+2794622";"N/A";"N/A";"10448446"
"http://www.lendingkarma.com";"2009965";"+350836";"369187";"United States";"2156994"
"http://www.lendink.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.collaborativeconsumption.com/directoryitem/lenditmendit/www.lenditmendit.com";"306204";"+84369";"201147";"United States";"329791"
"http://www.lendkey.com";"180892";"-19022";"45011";"United States";"177869"
"http://lendle.me/";"1059931";"+252320";"319602";"United States";"633747"
"http://www.lepotiron.fr/";"10791769";"-6648817";"N/A";"N/A";"8873424"
"http://www.lesecohabitants.fr/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.lestrocheures.fr/";"1353043";"-356737";"80683";"France";"1735144"
"http://lesavoirpartage.org/";"10732971";"N/A";"N/A";"N/A";"11968774"
"http://lessfuss.co.za/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.letsswap.it/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.auslets.org/";"21751191";"N/A";"N/A";"N/A";"20306479"
"http://www.lifethek.de";"3314773";"-1424245";"N/A";"N/A";"2685543"
"http://lifethek.de/";"3314773";"-1424245";"N/A";"N/A";"2685543"
"http://www.liftshare.com/uk/";"343033";"-51537";"23300";"United Kingdom";"350808"
"http://www.liftsurfer.com/";"6585473";"+1208800";"N/A";"N/A";"6740027"
"http://getlikeminds.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.lilienhof-coworking.com/";"7882793";"+4452817";"N/A";"N/A";"7407531"
"https://www.doliquid.com/";"9367150";"N/A";"N/A";"N/A";"10579953"
"http://liquidspace.com/";"137319";"+14138";"28612";"United States";"122801"
"https://liquidspace.com/";"137319";"+14138";"28612";"United States";"122801"
"http://www.collaborativeconsumption.com/directoryitem/listminut/www.listminut.com";"306204";"+84369";"201147";"United States";"329791"
"https://litecoin.org/";"134643";"-12200";"34217";"Russia";"170730"
"http://en.literatoo.com";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.livemyfood.com/";"N/A";"N/A";"N/A";"N/A";"N/A"
"http://www.livop.fr/";"N/A";"N/A";"N/A";"N/A";"N/A"
